stage,cell,case_id,estimate,interpretation,lower,near_bound,parameter,status,structural_coordinate,transform,upper,actual_lower,actual_upper,near_actual_bound,restriction_type
production,B_shares,worker19_proposal05,0.28734943591965567,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal05,0.4725242405276864,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal05,0.9925676966794168,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal05,9.06039058952983,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal05,0.05418600683741505,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal05,0.09126160508469812,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal05,0.29751734631475607,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal05,0.013575259166983022,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal05,0.02590596938580994,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal05,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,0.020832203764717172,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal05,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,0.9826476928930707,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal06,0.29213466411095645,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal06,0.4477681835810698,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal06,1.0113512029783964,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal06,7.851572530276461,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal06,0.023032232076866072,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal06,0.0908755081524848,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal06,0.33820914055093865,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal06,0.012057267670767919,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal06,0.016785901599589356,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal06,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,0.042835339276412254,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal06,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,0.9816890525391225,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal07,0.30824091559959127,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal07,0.4492078390076413,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal07,0.984641544876586,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal07,6.801729770763191,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal07,0.02242801349933606,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal07,0.0914941261560474,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal07,0.34431308193693466,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal07,0.013423773544960724,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal07,0.011663993143264174,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal07,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,0.05190476676130644,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal07,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,0.9823097571347614,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal08,0.2736201331357898,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal08,0.4339664130171129,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal08,1.0642786282545356,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal08,7.311913371796189,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal08,0.006188338708031666,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal08,0.09090829934519112,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal08,0.29382693609521254,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal08,0.005714990760444826,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal08,0.01672216544783928,structural coordinate,0.0,False,delta_alpha,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
production,B_shares,worker19_proposal08,0.0,,,False,hbar_first_child_jump,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,0.0,,,False,hbar_child_rooms,zero restriction,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,0.04560629143354083,,,False,psi_child,normalized to 2.1,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,0.179,,,False,payroll_tax,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,2.0463613896121235,,,False,pension_period,budget derived,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,0.63,,,False,housing_supply_elasticity,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,0.005,,,False,tenure_choice_kappa,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,0.733,,,False,alpha_cons,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal08,2.0,,,False,sigma,externally fixed,False,,,,,,externally_fixed_or_derived
production,B_shares,worker19_proposal09,0.9834117208354753,structural coordinate,0.94,False,beta_annual,diagnostic candidate; not a certified estimate,True,discount,0.9995,0.94,0.99,False,searched
production,B_shares,worker19_proposal09,0.2862047893531174,structural coordinate,0.02,True,kappa_fert,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal09,0.4766610378665317,structural coordinate,0.02,True,kappa_fert_continuation,diagnostic candidate; not a certified estimate,True,log,50.0,0.02,50.0,True,searched
production,B_shares,worker19_proposal09,0.9600918911916161,structural coordinate,0.1,False,chi,diagnostic candidate; not a certified estimate,True,log,5.0,0.1,5.0,False,searched
production,B_shares,worker19_proposal09,9.0048828747638,structural coordinate,0.2,False,H0,diagnostic candidate; not a certified estimate,True,log,80.0,0.2,80.0,False,searched
production,B_shares,worker19_proposal09,0.010276661670781718,structural coordinate,0.0,True,theta0,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,True,searched
production,B_shares,worker19_proposal09,0.08983141464202224,structural coordinate,0.02,True,theta1,diagnostic candidate; not a certified estimate,True,log,16.0,0.02,16.0,True,searched
production,B_shares,worker19_proposal09,0.3338677957756501,structural coordinate,0.0,False,first_birth_fixed_cost,diagnostic candidate; not a certified estimate,True,softzero,8.0,0.0,8.0,False,searched
production,B_shares,worker19_proposal09,0.009402891089027565,structural coordinate,0.0,False,delta_alpha_jump,diagnostic candidate; not a certified estimate,True,softzero,0.25,0.0,0.25,False,searched
